name,nickname,wins,losses,draws,height_cm,weight_kg,reach_in_cm,stance,date_of_birth,sig_strikes_landed_min,sig_strike_acc,sig_strikes_absorbed_min,sig_strike_def,avg_takedowns_landed_15_min,takedown_acc,takedown_def,avg_sub_attempt_15_min
Andre Winner,,21,11,2,180.34,70.31,185.42,Orthodox,09/11/1981,2.52,33,4.57,51,0,0,74,2.52
Reza Madadi,Mad Dog,14,6,0,180.34,70.31,185.42,Orthodox,20/06/1978,2.51,46,3.31,66,3.17,33,89,2.51
Mandy Bohm,Monster,8,2,0,170.18,56.7,180.34,Orthodox,30/07/1989,2.51,45,3.24,60,0.72,18,75,2.51
Anthony Ivy,Aquaman,8,4,0,187.96,83.91,187.96,Orthodox,23/01/1990,2.5,42,4.57,51,4.69,20,100,2.5
Rob Emerson,The Saint,18,12,0,175.26,70.31,177.8,Orthodox,30/07/1981,2.5,30,2.83,64,2.02,52,65,2.5
Jessica Rakoczy,The Ragin',1,5,0,170.18,52.16,,Orthodox,14/04/1977,2.5,44,3.55,64,0.75,20,0,2.5
Nurullo Aliev,Tajik Eagle,9,0,0,177.8,70.31,182.88,Orthodox,08/12/2000,2.5,51,0.46,59,3.06,44,0,2.5
Maiju Kujala,,6,3,0,,61.23,,,,2.5,40,5.5,36,0,0,50,2.5
Emily Whitmire,Spitfire,4,5,0,165.1,56.7,160.02,Orthodox,24/05/1991,2.5,31,2.98,54,1.9,66,70,2.5
Tom Lawlor,Filthy,10,6,0,182.88,92.99,187.96,Southpaw,15/05/1983,2.5,42,2.41,60,2.46,32,57,2.5
Erick Silva,,19,9,0,182.88,77.11,187.96,Orthodox,21/06/1984,2.5,48,4.18,49,0.85,35,56,2.5
Brandon Girtz,Cold Roll,14,7,0,170.18,70.31,,,,2.5,60,1.92,47,5.76,100,100,2.5
Jason Saggo,,12,4,0,180.34,70.31,180.34,Orthodox,23/11/1985,2.5,39,2.94,52,2.33,40,23,2.5
Liudvik Sholinian,Palmeyros,9,4,1,177.8,61.23,180.34,Orthodox,20/01/1990,2.5,30,5.67,55,0,0,66,2.5
Cristina Stanciu,Barbie,5,2,0,160.02,52.16,,Orthodox,29/03/1994,2.5,50,3.07,52,0.85,100,40,2.5
Tom Murphy,,8,0,0,187.96,102.97,,Southpaw,19/11/1974,2.5,71,0.17,84,7.51,85,0,2.5
Karo Parisyan,The Heat,24,11,0,177.8,77.11,182.88,Orthodox,28/08/1982,2.49,41,2.19,58,5.27,59,59,2.49
Shayna Baszler,The Queen of Spades,15,11,0,170.18,61.23,,Orthodox,08/08/1980,2.49,30,6.36,51,0.67,18,44,2.49
Cathal Pendred,The Punisher,17,4,1,185.42,77.11,190.5,Orthodox,02/09/1987,2.49,44,3.01,55,2.46,23,83,2.49
Shohei Nose,,10,4,2,167.64,61.23,172.72,Switch,19/10/1997,2.48,40,3.61,53,3.23,17,0,2.48
Gustavo Lopez,,12,6,1,165.1,61.23,170.18,Orthodox,27/06/1989,2.48,40,3.87,57,1.74,41,31,2.48
Olivier Aubin-Mercier,The Canadian Gangster,11,5,0,175.26,70.31,177.8,Southpaw,23/02/1989,2.48,51,2.97,55,2.36,33,70,2.48
Casey Olson,The Underdog,14,5,0,170.18,65.77,,Orthodox,,2.48,60,0,100,3.54,57,100,2.48
Alex Ricci,,10,5,0,180.34,70.31,,Orthodox,21/07/1982,2.48,41,2.53,64,0,0,64,2.48
Murilo Rua,Ninja,20,13,1,180.34,83.91,,Orthodox,22/05/1980,2.48,45,1.85,53,1.97,45,37,2.48
Claudio Silva,Hannibal,14,4,0,180.34,77.11,180.34,Southpaw,06/09/1982,2.48,42,3,46,2.85,26,44,2.48
Mike Lullo,,8,3,0,172.72,65.77,,Orthodox,24/07/1979,2.48,36,4.84,40,1.18,11,0,2.48
Ramiz Brahimaj,,10,4,0,177.8,77.11,182.88,Orthodox,17/11/1992,2.47,41,4.08,50,1.9,66,58,2.47
Kajan Johnson,Ragin',23,13,1,180.34,70.31,190.5,Orthodox,21/04/1984,2.47,42,1.59,64,1.54,37,62,2.47
Alex Torres,Rolo,5,4,0,177.8,65.77,,Orthodox,29/05/1988,2.47,37,2.73,69,2,22,50,2.47
Yibugele,Eagle,21,12,1,175.26,65.77,177.8,Southpaw,13/11/1989,2.47,39,3.53,62,0,0,76,2.47
CJ Hamilton,The Autobot,11,4,0,170.18,56.7,172.72,Switch,07/10/1986,2.47,31,3.93,58,0,0,62,2.47
Diego Lopes,,23,6,0,180.34,65.77,182.88,Orthodox,30/12/1994,2.47,53,4.91,37,0,0,42,2.47
Jake Ellenberger,The Juggernaut,31,15,0,175.26,77.11,180.34,Orthodox,28/03/1985,2.47,39,2.83,60,2.04,47,86,2.47
Thiago Moises,,17,7,0,175.26,70.31,177.8,Orthodox,23/03/1995,2.47,39,4.4,54,1.53,40,56,2.47
Rob McCullough,Razor,19,8,0,175.26,70.31,175.26,Orthodox,26/05/1977,2.47,36,2.84,59,0.46,100,68,2.47
Rocky Lee,,3,2,0,175.26,65.77,,Orthodox,08/04/1987,2.47,51,5.33,44,1,10,33,2.47
Jorge Lopez,,11,5,0,177.8,77.11,,Orthodox,21/11/1988,2.47,59,2.57,50,3.5,41,81,2.47
Stevie Lynch,,5,2,0,177.8,77.11,,Orthodox,,2.47,25,7.06,41,0,0,0,2.47
Joey Gambino,The Raging Warrior,9,2,0,170.18,65.77,,Orthodox,26/10/1988,2.47,35,2.53,51,0,0,42,2.47
Phil Cardella,,8,5,0,180.34,70.31,,,,2.47,50,2,57,0,0,11,2.47
Kotetsu Boku,,25,11,2,175.26,69.85,,Orthodox,27/05/1977,2.47,42,2.8,53,0,0,0,2.47
Alex Huddleston,The Shaved Gorilla,6,2,0,200.66,115.21,,,,2.47,42,2.59,67,0,0,0,2.47
Soa Palelei,The Hulk,22,5,0,193.04,120.2,205.74,Orthodox,12/07/1977,2.47,57,2.68,48,2.2,47,66,2.47
Azunna Anyanwu,Zulu,14,5,0,185.42,113.85,,Orthodox,05/08/1981,2.47,42,2.47,69,0.65,100,0,2.47
Islam Makhachev,,25,1,0,177.8,70.31,177.8,Southpaw,27/10/1991,2.46,60,1.27,61,3.17,60,90,2.46
Jess Liaudin,The Joker,20,11,0,175.26,77.11,182.88,Orthodox,,2.46,51,2.76,41,3.28,53,30,2.46
Jon Madsen,,8,2,0,182.88,108.86,182.88,Orthodox,12/02/1980,2.46,41,1.18,81,1.32,71,70,2.46
Masio Fullen,Lobo,11,7,0,177.8,65.77,177.8,Orthodox,06/10/1986,2.46,32,3.5,54,0.47,33,69,2.46
Yorgan De Castro,The Mad Titan,6,3,0,182.88,113.4,187.96,Orthodox,19/12/1986,2.46,43,3.85,53,0,0,77,2.46
Sam Sicilia,,15,8,0,172.72,65.77,170.18,Orthodox,01/02/1986,2.46,33,3.55,59,1.45,43,70,2.46
Dan Hardy,The Outlaw,25,10,0,182.88,77.11,187.96,Orthodox,17/05/1982,2.46,35,3.44,51,0.73,35,35,2.46
Jake Shields,,31,9,1,182.88,77.11,182.88,Orthodox,09/01/1979,2.45,36,1.8,56,2.83,29,35,2.45
Michal Martinek,,7,1,0,187.96,104.33,,Southpaw,19/04/1990,2.45,53,4.29,51,0,0,0,2.45
Chandler Cole,The Hammer,10,4,0,177.8,119.75,182.88,Orthodox,09/01/1995,2.45,60,3.59,26,0,0,0,2.45
Kurt Pellegrino,Batman,16,7,0,172.72,70.31,177.8,Orthodox,07/05/1979,2.45,43,1.94,63,2.9,54,69,2.45
Oluwale Bamgbose,Holy War Angel,6,4,0,180.34,83.91,198.12,Switch,04/08/1987,2.45,48,2.7,55,0.94,33,37,2.45
Hayato Sakurai,Mach,38,13,2,170.18,76.2,,Orthodox,24/08/1975,2.45,49,1.94,59,1.87,69,56,2.45
Joey Gomez,KO King,6,2,0,177.8,61.23,185.42,Orthodox,21/07/1986,2.44,28,4.46,55,0.62,100,50,2.44
Dan Henderson,Hendo,32,15,0,180.34,83.91,187.96,Orthodox,24/08/1970,2.44,47,2.7,51,1.52,52,57,2.44
Kiyoshi Tamura,,32,13,3,180.34,83.91,,Southpaw,17/12/1969,2.44,53,1.44,60,0.58,60,45,2.44
Johnny Munoz,Kid Kvenbo,12,4,0,175.26,61.23,180.34,Orthodox,16/02/1993,2.44,36,2.66,55,2.4,25,45,2.44
Jae Suk Lim,,17,6,0,175.26,77.11,,Orthodox,09/11/1979,2.43,50,4.05,37,12.16,100,100,2.43
Derrick Lewis,The Black Beast,27,12,0,190.5,117.93,200.66,Orthodox,07/02/1985,2.43,50,2.48,40,0.53,26,53,2.43
Ashe Bowman,The Archer,9,11,0,175.26,70.31,,,,2.43,42,4.86,57,0,0,0,2.43
Will Campuzano,,14,6,0,175.26,56.7,177.8,Orthodox,27/05/1986,2.43,31,3.82,57,0.88,45,48,2.43
Mirsad Bektic,,13,4,0,172.72,65.77,177.8,Orthodox,16/02/1991,2.43,41,1.8,57,3.98,52,92,2.43
Ali AlQaisi,The Royal Fighter,8,5,0,167.64,61.23,172.72,Orthodox,23/09/1990,2.43,42,1.97,56,3.5,29,60,2.43
Javier Vazquez,Showtime,16,5,0,170.18,65.77,175.26,Southpaw,16/07/1977,2.43,36,1.99,72,2.56,52,57,2.43
Rogerio Nogueira,Minotouro,23,10,0,187.96,92.99,190.5,Southpaw,02/06/1976,2.43,35,2.34,59,0.64,44,62,2.43
Liana Jojua,She Wolf,8,5,0,162.56,56.7,157.48,Orthodox,22/03/1995,2.42,30,5.32,54,1.71,66,50,2.42
Daniel Spohn,Dragon,15,6,0,193.04,92.99,200.66,Southpaw,12/10/1984,2.42,49,1.6,53,0,0,28,2.42
Hatsu Hioki,,29,10,2,180.34,65.77,185.42,Orthodox,18/07/1983,2.42,42,2.12,65,2.55,56,54,2.42
Augusto Mendes,Tanquinho,6,2,0,167.64,61.23,165.1,Orthodox,03/03/1983,2.42,34,3.91,56,1.75,33,80,2.42
Ebenezer Fontes Braga,Pitbull,13,7,2,182.88,90.26,,Orthodox,14/04/1969,2.42,50,0.42,71,0,0,90,2.42
Sergio Moraes,The Panther,14,6,1,182.88,77.11,182.88,Orthodox,23/07/1982,2.42,42,3.73,59,1.2,38,75,2.42
Julia Budd,,10,2,0,170.18,65.77,170.18,,,2.42,74,1.18,47,3.6,57,83,2.42
Bubba Jenkins,The Highlight Kid,11,4,0,170.18,65.77,,,,2.41,37,1.58,67,7.23,68,100,2.41
Joe Riggs,Diesel,44,17,0,182.88,83.91,177.8,Southpaw,23/09/1982,2.41,51,1.69,57,2.45,55,62,2.41
Derek Campos,The Stallion,19,6,0,175.26,70.31,,,,2.41,23,10.34,44,0,0,0,2.41
Shamil Abdurakhimov,Abrek,20,8,0,190.5,106.59,193.04,Orthodox,02/09/1981,2.41,44,3.02,55,1.01,23,45,2.41
Naoya Ogawa,,7,2,0,193.04,115.67,,Orthodox,31/03/1968,2.41,42,1.66,47,1.25,100,66,2.41
Kenny Florian,KenFlo,14,6,0,177.8,65.77,187.96,Southpaw,26/05/1976,2.41,40,1.85,63,2.22,33,60,2.41
Sam Greco,,3,1,1,187.96,92.99,,Orthodox,03/05/1967,2.4,75,1.33,53,0,0,25,2.4
Sako Chivitchian,,8,1,0,180.34,70.31,,Orthodox,11/03/1984,2.4,27,4.8,46,0,0,100,2.4
Sean Holden,,5,2,0,177.8,77.11,,,,2.4,59,0.6,59,5,83,0,2.4
Megumi Fujii,Mega Megu,26,3,0,160.02,51.26,,,,2.4,42,0,100,0,0,0,2.4
Scott Shaffer,,0,1,0,170.18,65.77,,Orthodox,,2.4,67,0.53,50,0,0,72,2.4
James Mulheron,,11,2,0,177.8,110.22,185.42,Orthodox,20/02/1988,2.4,31,3.47,42,0,0,25,2.4
Luis Ramos,Beicao,20,10,2,172.72,77.11,,Orthodox,18/01/1981,2.4,35,5.6,42,1.5,20,100,2.4
Sarah D'alelio,The Monster,11,7,0,170.18,65.77,,,,2.4,33,0,100,0,0,100,2.4
Donavon Frelow,,6,3,0,170.18,61.23,,Orthodox,20/01/1985,2.4,27,3.2,52,1,100,26,2.4
Stefan Leko,Blitz,0,3,0,187.96,97.52,,Orthodox,03/06/1974,2.4,43,6.17,68,0,0,0,2.4
Chris Kelades,The Greek Assassin,9,3,0,170.18,56.7,172.72,Orthodox,21/02/1981,2.4,43,2.64,48,1.04,18,53,2.4
Erick Gonzalez,The Ghost Pepper,14,8,0,180.34,70.31,190.5,Orthodox,20/01/1992,2.4,36,8.08,40,6,55,50,2.4
Josh Burns,The Hammer,8,10,0,185.42,110.68,,,,2.4,48,5.73,32,0,0,100,2.4
Valesca Machado,Tina Black,8,3,0,162.56,52.16,160.02,Orthodox,06/05/1996,2.4,32,2.87,64,0,0,76,2.4
Leandro Silva,Buscape,20,6,1,175.26,70.31,182.88,Orthodox,11/11/1985,2.39,48,2.08,63,1.76,37,65,2.39
JeongYeong Lee,Korean Tiger,10,1,0,177.8,65.77,185.42,Orthodox,13/11/1995,2.39,47,1.84,55,0,0,73,2.39
James Moontasri,Moon Walker,9,5,0,177.8,77.11,180.34,Switch,10/04/1988,2.39,48,3.86,40,0,0,79,2.39
Garrett Gross,,11,7,0,175.26,70.31,,Orthodox,08/08/1988,2.39,45,1.67,46,0,0,52,2.39
Andrew Craig,Highlight,9,4,0,185.42,77.11,193.04,Orthodox,15/01/1986,2.39,40,3.01,50,0.53,37,72,2.39
Jesse Murray,Hollywood,8,4,0,190.5,92.99,198.12,Orthodox,26/01/1993,2.38,28,7.72,43,0,0,0,2.38
Magnus Cedenblad,Jycken,14,5,0,195.58,83.91,200.66,Orthodox,10/04/1982,2.38,51,3.02,40,2.87,64,66,2.38
Oliver Enkamp,,7,2,0,182.88,77.11,195.58,Switch,10/08/1991,2.38,36,3.55,37,0.87,16,0,2.38
Juan Espino,El Guapo,11,2,0,190.5,115.67,203.2,Orthodox,09/10/1980,2.38,70,1.95,40,8.93,78,50,2.38
Ryan Hall,The Wizard,9,2,0,177.8,65.77,177.8,Southpaw,22/02/1985,2.38,50,1.33,65,0.22,9,0,2.38
Michel Prazeres,Tractor,26,4,0,167.64,77.11,170.18,Orthodox,25/07/1981,2.38,47,2.51,57,3.94,36,47,2.38
Anthony Figueroa,,11,8,1,162.56,61.23,,Orthodox,,2.37,48,3.77,49,0,0,58,2.37
Felipe Arantes,Sertanejo,18,10,1,172.72,61.23,185.42,Orthodox,09/02/1988,2.37,45,2.66,64,0.93,47,41,2.37
Dileno Lopes,,19,3,0,165.1,61.23,,,,2.37,36,3.33,53,2.5,31,100,2.37
Heath Herring,The Texas Crazy Horse,28,16,0,193.04,113.4,198.12,Orthodox,02/03/1978,2.37,50,1.77,54,1.22,50,32,2.37
Chris Avila,,5,4,0,177.8,65.77,,Orthodox,16/01/1993,2.37,30,4.17,48,0,0,46,2.37
Danyelle Wolf,,1,1,0,180.34,65.77,177.8,Orthodox,08/09/1983,2.37,25,4.57,47,0,0,77,2.37
Thomas Denny,The Wildman,27,21,1,177.8,77.11,,Orthodox,19/04/1971,2.36,45,4.69,40,1.48,17,42,2.36
Brian Bowles,,10,3,0,170.18,61.23,177.8,Orthodox,22/06/1980,2.36,26,2.98,64,1.39,70,54,2.36
Sarah Alpar,Too Sweet,9,6,0,162.56,61.23,160.02,Southpaw,01/06/1991,2.36,44,6.06,38,1.61,26,20,2.36
Pingyuan Liu,,13,7,0,167.64,61.23,182.88,Orthodox,13/02/1993,2.36,33,2.99,54,0.25,20,56,2.36
Tyron Woodley,The Chosen One,19,7,1,175.26,77.11,187.96,Orthodox,07/04/1982,2.36,48,2.76,54,1.06,40,87,2.36
Yoshiro Maeda,,35,16,5,170.18,63.05,172.72,Southpaw,31/10/1981,2.36,33,2.55,63,2.93,51,50,2.36
Mike Swick,Quick,15,6,0,185.42,77.11,195.58,Orthodox,19/06/1979,2.36,37,2.29,54,1.06,50,61,2.36
Andy Ologun,,3,1,0,182.88,69.85,,Orthodox,12/06/1983,2.36,57,0.32,85,0.68,100,80,2.36
Dan Argueta,The Determined,9,2,0,170.18,61.23,172.72,Southpaw,13/08/1993,2.35,47,1.9,52,2.54,50,60,2.35
Justin Buchholz,,15,10,0,182.88,70.31,185.42,Orthodox,22/08/1983,2.35,26,4.14,51,0,0,33,2.35
Mitch Clarke,Danger Zone,11,5,0,177.8,70.31,185.42,Orthodox,24/11/1985,2.35,34,3.27,47,0.64,15,50,2.35
Mike Wilkinson,The Warrior,9,4,0,170.18,65.77,167.64,Orthodox,15/09/1987,2.35,38,3.7,35,0.92,14,55,2.35
Glaico Franca Moreira,Nego,15,5,0,182.88,70.31,195.58,Orthodox,28/02/1991,2.35,42,3.46,47,2.68,42,76,2.35
Leonardo Guimaraes,Leleco,11,5,0,182.88,83.91,,Orthodox,15/04/1982,2.35,56,2.99,44,0,0,52,2.35
Louis Gaudinot,Goodnight,8,4,0,160.02,56.7,160.02,Orthodox,28/08/1984,2.34,37,6.42,48,0.57,40,31,2.34
Phil Harris,Billy,22,12,0,162.56,56.7,165.1,Orthodox,04/09/1983,2.34,26,3.16,68,1.76,21,60,2.34
Blas Avena,The Disciple,8,7,0,182.88,77.11,187.96,Orthodox,30/06/1983,2.34,47,3.36,43,2.37,80,50,2.34
David Terrell,The Soul Assassin,6,2,0,185.42,83.91,,Southpaw,09/01/1978,2.34,63,2.71,37,5.54,50,0,2.34
Kenji Osawa,,20,11,2,170.18,61.23,167.64,Orthodox,04/11/1976,2.34,35,2.14,63,0.91,58,68,2.34
Mark Bocek,,12,5,0,172.72,70.31,190.5,Orthodox,24/10/1981,2.34,43,2.32,60,3.65,36,31,2.34
Andre Galvao,,5,2,0,170.18,76.2,,Orthodox,29/09/1982,2.34,52,1.56,58,2.02,27,0,2.34
Virna Jandiroba,Carcara,19,3,0,160.02,52.16,162.56,Orthodox,30/05/1988,2.34,40,3.03,56,2.42,39,73,2.34
Manolo Zecchini,Angelo Veneziano,11,4,0,172.72,65.77,172.72,Orthodox,22/10/1996,2.34,21,6.75,46,0,0,0,2.34
Bryce Mitchell,Thug Nasty,16,2,0,177.8,65.77,177.8,Southpaw,04/10/1994,2.34,58,1.64,58,3.51,41,33,2.34
Yohan Lainesse,White Lion,9,2,0,185.42,77.11,193.04,Orthodox,14/08/1992,2.34,42,3.44,59,1,28,80,2.34
Arjan Bhullar,,9,1,0,185.42,111.13,190.5,Orthodox,13/05/1986,2.33,56,3.25,59,1.73,75,100,2.33
Yuri Panferov,The Russian Polar Bear,6,1,0,185.42,83.91,182.88,Orthodox,30/08/1996,2.33,52,0.91,41,0,0,36,2.33
Nate Maness,Mayhem,15,3,0,177.8,56.7,182.88,Orthodox,27/06/1991,2.33,48,4.29,40,0.87,75,78,2.33
Bryan Travers,,15,4,0,,70.31,,,,2.33,48,3.93,55,2,28,63,2.33
Francis Ngannou,The Predator,17,3,0,193.04,113.4,210.82,Orthodox,05/09/1986,2.33,41,2.16,41,0.76,62,71,2.33
Kelly Kobold,Blood Red,19,3,1,167.64,61.23,,Orthodox,25/02/1983,2.33,21,4.11,59,1.67,11,0,2.33
Talita Alencar,,4,0,1,154.94,52.16,147.32,Orthodox,17/10/1990,2.33,38,5.8,42,4,16,0,2.33
Erik Koch,Phoenix,16,6,0,177.8,77.11,180.34,Southpaw,04/10/1988,2.33,42,2.82,47,1.02,42,81,2.33
Charles Radtke,Chuck Buffalo,8,3,0,175.26,77.11,182.88,Orthodox,09/07/1990,2.33,46,2.93,53,1,16,100,2.33
Hilarie Rose,,4,2,0,160.02,52.16,160.02,Orthodox,11/11/1992,2.33,33,6.13,44,0,0,100,2.33
Robert Whiteford,The Hammer,14,4,0,175.26,65.77,175.26,Southpaw,12/04/1983,2.33,46,1.99,62,1.9,30,45,2.33
Drew Fickett,The Master,42,21,0,177.8,70.31,177.8,Orthodox,14/12/1979,2.33,41,2.29,57,1.3,35,30,2.33
Carlton Jones,,1,4,0,185.42,102.06,,Orthodox,,2.32,41,3.58,56,4.02,50,57,2.32
Akbarh Arreola,El Caballero,23,11,1,177.8,70.31,180.34,Southpaw,14/01/1983,2.32,45,4.01,56,1.07,100,33,2.32
War Machine,,14,5,0,180.34,77.11,,Orthodox,30/11/1981,2.32,60,3.17,43,1.16,50,40,2.32
Brian Ebersole,Bad Boy,51,18,1,182.88,77.11,185.42,Southpaw,27/11/1980,2.32,49,2.14,56,1.7,23,61,2.32
Dominique Steele,Non-Stop Action-Packed,14,9,0,177.8,77.11,187.96,Orthodox,27/01/1988,2.32,49,2.42,50,2.95,42,76,2.32
Chris Wilson,The Professor,18,10,0,185.42,77.11,190.5,Orthodox,07/06/1977,2.32,50,1.36,55,1.31,50,60,2.32
Keith Wisniewski,The Polish Connection,28,15,1,182.88,77.11,,Orthodox,25/10/1981,2.32,52,4.86,42,1.57,40,78,2.32
Shonte Barnes,Shyne,6,2,1,180.34,83.91,193.04,Southpaw,09/02/1987,2.32,38,1.55,67,0,0,60,2.32
Godofredo Pepey,,13,6,0,170.18,65.77,185.42,Orthodox,02/07/1987,2.32,38,3.23,47,0.37,7,35,2.32
Kendall Grove,Da Spyder,23,17,0,198.12,83.91,200.66,Orthodox,12/11/1982,2.31,41,2.4,54,0.49,45,56,2.31
Ryan Quinn,,13,7,1,172.72,65.77,,,,2.31,41,1.67,48,0,0,0,2.31
Arlene Blencowe,Angerfist,9,6,0,165.1,65.77,,,,2.31,43,2.1,43,0,0,55,2.31
Nick Roehrick,,7,1,0,187.96,92.99,,Orthodox,06/07/1987,2.31,17,6.92,44,0,0,0,2.31
Lina Kvokov,,0,3,0,175.26,61.23,,Orthodox,,2.31,30,12.12,19,0,0,0,2.31
Victor Madrigal,Periquito,15,5,0,170.18,61.23,180.34,Orthodox,16/08/1990,2.31,38,9.56,50,0,0,0,2.31
Kolton Englund,White Assassin,9,4,0,177.8,70.31,175.26,Orthodox,09/07/1993,2.31,25,11.54,40,0,0,0,2.31
Ben Sosoli,Combat Wombat,7,3,0,182.88,120.2,182.88,Southpaw,10/12/1989,2.31,31,4.3,47,0,0,0,2.31
Philip De Fries,,12,6,0,195.58,113.4,200.66,Orthodox,21/04/1986,2.3,47,3,37,3.29,42,100,2.3
Rolles Gracie,,8,4,0,193.04,109.77,,Orthodox,14/07/1978,2.3,32,3.38,55,2.3,10,0,2.3
Darren Till,The Gorilla,18,5,1,182.88,83.91,187.96,Southpaw,24/12/1992,2.3,46,3.31,56,0.55,46,69,2.3
Kevin Ferguson,Kimbo Slice,5,2,0,187.96,106.59,195.58,Orthodox,08/02/1974,2.3,50,3.41,38,3.1,72,36,2.3
Guy Mezger,,30,14,2,185.42,90.72,,Orthodox,01/01/1968,2.3,32,1.36,72,0.39,50,88,2.3
Kin Moy,Kong,8,3,0,165.1,61.23,,,,2.3,33,1.93,62,1.67,42,50,2.3
Rodney Faverus,,25,20,3,182.88,97.52,,Southpaw,,2.3,53,1.6,54,4.5,100,25,2.3
TJ Cook,,13,5,0,,92.99,,,,2.3,47,3.18,54,1.01,50,0,2.3
Maciej Jewtuszko,Irokez,12,3,0,182.88,70.31,,Southpaw,31/01/1981,2.29,45,1.39,66,0,0,42,2.29
Ryan MacDonald,Main Event,10,2,0,180.34,61.23,180.34,Switch,18/03/1993,2.28,29,6.49,45,0,0,0,2.28
Shayilan Nuerdanbieke,Wolverine,39,11,0,172.72,65.77,175.26,Orthodox,04/05/1994,2.28,45,2.94,50,2.9,33,40,2.28
Sarah Moras,Cheesecake,6,8,0,170.18,61.23,170.18,Orthodox,30/04/1988,2.28,34,3.58,50,0.67,21,33,2.28
Rich Attonito,The Raging Bull,10,5,0,177.8,77.11,182.88,Orthodox,16/06/1977,2.28,47,2.13,59,0.74,37,75,2.28
Andre Walker,,1,5,0,180.34,92.99,,Southpaw,,2.28,31,4.36,34,0,0,0,2.28
Roland Delorme,,9,5,0,175.26,61.23,180.34,Orthodox,18/12/1983,2.28,44,4.32,40,2.51,34,42,2.28
Edward Faaloloto,,2,5,0,,70.31,177.8,Orthodox,15/07/1984,2.28,32,6.25,44,1.01,25,33,2.28
Steve Kennedy,The Steamrolla,24,8,0,180.34,77.11,,Orthodox,07/03/1983,2.28,35,5.52,45,2.51,33,0,2.28
Joe Duarte,,10,4,0,,70.31,,,,2.27,38,4,53,3,50,69,2.27
Caio Magalhaes,Hellboy,10,3,0,185.42,83.91,185.42,Orthodox,14/12/1987,2.27,40,2.78,56,1.05,15,58,2.27
Neal Ewing,,6,0,0,,83.91,,,,2.27,60,1.93,48,5,62,0,2.27
Peggy Morgan,The Daywalker,4,4,0,185.42,61.23,,,,2.27,23,8.2,33,0,0,50,2.27
Yanis Ghemmouri,The Desert Warrior,12,2,0,175.26,65.77,175.26,Orthodox,24/01/1995,2.27,38,4.22,40,0,0,0,2.27
Andre Amado,Dida,6,4,1,182.88,69.85,,Orthodox,,2.27,24,5.91,63,0,0,20,2.27
Denis Kang,,35,16,2,180.34,83.91,195.58,Orthodox,17/09/1977,2.27,35,1.65,67,2.51,65,38,2.27
Anthony Perosh,The Hippo,15,10,0,190.5,92.99,190.5,Orthodox,05/10/1972,2.27,43,3.77,53,2.03,22,33,2.27
Forrest Petz,The Meat Cleaver,26,10,0,175.26,77.11,180.34,Orthodox,22/09/1975,2.27,29,2.2,57,1.3,100,66,2.27
Dante Rivera,,16,7,0,185.42,83.91,,Southpaw,08/12/1974,2.27,53,4,25,0,0,16,2.27
Kevin Casey,King,9,5,2,180.34,83.91,195.58,Southpaw,15/06/1981,2.27,53,3.76,46,0.79,22,27,2.27
Deshaun Johnson,,6,9,0,,75.75,,,,2.27,41,6.67,43,0,0,0,2.27
Anton Kuivanen,,24,10,0,172.72,70.31,182.88,Orthodox,01/05/1984,2.27,38,1.63,67,1.2,100,71,2.27
Kelly Velasco,Killer,2,1,0,175.26,61.23,,Orthodox,21/05/1995,2.27,35,5.67,47,0,0,100,2.27
Aaron Wetherspoon,Slam,9,5,0,,77.11,,,,2.27,32,4.33,45,0,0,77,2.27
Hector Ramirez,Sick Dog,10,6,1,182.88,92.99,,Orthodox,28/03/1976,2.27,41,4.6,56,2.3,55,66,2.27
Remo Cardarelli,,7,5,0,,61.23,,,,2.27,47,1.47,59,0,0,100,2.27
Gigo Jara,The Little Animal,6,9,0,175.26,65.77,,,,2.26,57,2.71,51,0,0,66,2.26
Yoshiki Takahashi,Kazuo,30,27,3,180.34,90.26,,Southpaw,13/03/1969,2.26,51,6.47,44,0,0,66,2.26
Sheldon Westcott,,10,3,1,185.42,77.11,180.34,Southpaw,20/08/1984,2.26,40,3.73,37,3.23,37,14,2.26
Kazuki Tokudome,,18,7,1,180.34,70.31,185.42,Southpaw,04/03/1987,2.26,41,3.63,53,2,38,78,2.26
Rameau Thierry Sokoudjou,The African Assassin,18,18,0,177.8,92.99,198.12,Orthodox,18/04/1984,2.26,45,2.61,56,1.93,47,78,2.26
Sara McMann,,13,6,0,167.64,61.23,167.64,Orthodox,24/09/1980,2.26,46,1.92,47,4.38,65,50,2.26
Paul Bradley,The Gentleman,23,8,0,175.26,77.11,,Orthodox,13/06/1983,2.26,32,4.13,56,1.12,16,100,2.26
Donnie Liles,,17,7,0,175.26,77.11,,Orthodox,,2.25,41,1.75,65,2.5,28,0,2.25
Igor Pokrajac,The Duke,28,13,0,182.88,92.99,187.96,Orthodox,02/01/1979,2.25,45,4.26,40,0.87,29,51,2.25
Blair Tugman,,10,6,0,182.88,61.23,,,,2.25,53,0.93,50,7.5,60,0,2.25
Tatsuya Mizuno,,16,12,1,185.42,92.99,,Southpaw,02/06/1981,2.25,37,3.52,53,1.19,25,40,2.25
Chris Dempsey,,11,5,0,177.8,83.91,182.88,Orthodox,08/09/1987,2.25,32,2.82,65,2.64,23,16,2.25
